country,continent,year,lifeExp,pop,gdpPercap,iso_alpha
Libya,Africa,1987,66.234,3799845,11770.5898,LBY
Libya,Africa,1992,68.755,4364501,9640.138501,LBY
Libya,Africa,1997,71.555,4759670,9467.446056,LBY
Libya,Africa,2002,72.737,5368585,9534.677467,LBY
Libya,Africa,2007,73.952,6036914,12057.49928,LBY
Madagascar,Africa,1952,36.681,4762912,1443.011715,MDG
Madagascar,Africa,1957,38.865,5181679,1589.20275,MDG
Madagascar,Africa,1962,40.848,5703324,1643.38711,MDG
Madagascar,Africa,1967,42.881,6334556,1634.047282,MDG
Madagascar,Africa,1972,44.851,7082430,1748.562982,MDG
Madagascar,Africa,1977,46.881,8007166,1544.228586,MDG
Madagascar,Africa,1982,48.969,9171477,1302.878658,MDG
Madagascar,Africa,1987,49.35,10568642,1155.441948,MDG
Madagascar,Africa,1992,52.214,12210395,1040.67619,MDG
Madagascar,Africa,1997,54.978,14165114,986.2958956,MDG
Madagascar,Africa,2002,57.286,16473477,894.6370822,MDG
Madagascar,Africa,2007,59.443,19167654,1044.770126,MDG
Malawi,Africa,1952,36.256,2917802,369.1650802,MWI
Malawi,Africa,1957,37.207,3221238,416.3698064,MWI
Malawi,Africa,1962,38.41,3628608,427.9010856,MWI
Malawi,Africa,1967,39.487,4147252,495.5147806,MWI
Malawi,Africa,1972,41.766,4730997,584.6219709,MWI
Malawi,Africa,1977,43.767,5637246,663.2236766,MWI
Malawi,Africa,1982,45.642,6502825,632.8039209,MWI
Malawi,Africa,1987,47.457,7824747,635.5173634,MWI
Malawi,Africa,1992,49.42,10014249,563.2000145,MWI
Malawi,Africa,1997,47.495,10419991,692.2758103,MWI
Malawi,Africa,2002,45.009,11824495,665.4231186,MWI
Malawi,Africa,2007,48.303,13327079,759.3499101,MWI
Malaysia,Asia,1952,48.463,6748378,1831.132894,MYS
Malaysia,Asia,1957,52.102,7739235,1810.066992,MYS
Malaysia,Asia,1962,55.737,8906385,2036.884944,MYS
Malaysia,Asia,1967,59.371,10154878,2277.742396,MYS
Malaysia,Asia,1972,63.01,11441462,2849.09478,MYS
Malaysia,Asia,1977,65.256,12845381,3827.921571,MYS
Malaysia,Asia,1982,68,14441916,4920.355951,MYS
Malaysia,Asia,1987,69.5,16331785,5249.802653,MYS
Malaysia,Asia,1992,70.693,18319502,7277.912802,MYS
Malaysia,Asia,1997,71.938,20476091,10132.90964,MYS
Malaysia,Asia,2002,73.044,22662365,10206.97794,MYS
Malaysia,Asia,2007,74.241,24821286,12451.6558,MYS
Mali,Africa,1952,33.685,3838168,452.3369807,MLI
Mali,Africa,1957,35.307,4241884,490.3821867,MLI
Mali,Africa,1962,36.936,4690372,496.1743428,MLI
Mali,Africa,1967,38.487,5212416,545.0098873,MLI
Mali,Africa,1972,39.977,5828158,581.3688761,MLI
Mali,Africa,1977,41.714,6491649,686.3952693,MLI
Mali,Africa,1982,43.916,6998256,618.0140641,MLI
Mali,Africa,1987,46.364,7634008,684.1715576,MLI
Mali,Africa,1992,48.388,8416215,739.014375,MLI
Mali,Africa,1997,49.903,9384984,790.2579846,MLI
Mali,Africa,2002,51.818,10580176,951.4097518,MLI
Mali,Africa,2007,54.467,12031795,1042.581557,MLI
Mauritania,Africa,1952,40.543,1022556,743.1159097,MRT
Mauritania,Africa,1957,42.338,1076852,846.1202613,MRT
Mauritania,Africa,1962,44.248,1146757,1055.896036,MRT
Mauritania,Africa,1967,46.289,1230542,1421.145193,MRT
Mauritania,Africa,1972,48.437,1332786,1586.851781,MRT
Mauritania,Africa,1977,50.852,1456688,1497.492223,MRT
Mauritania,Africa,1982,53.599,1622136,1481.150189,MRT
Mauritania,Africa,1987,56.145,1841240,1421.603576,MRT
Mauritania,Africa,1992,58.333,2119465,1361.369784,MRT
Mauritania,Africa,1997,60.43,2444741,1483.136136,MRT
Mauritania,Africa,2002,62.247,2828858,1579.019543,MRT
Mauritania,Africa,2007,64.164,3270065,1803.151496,MRT
Mauritius,Africa,1952,50.986,516556,1967.955707,MUS
Mauritius,Africa,1957,58.089,609816,2034.037981,MUS
Mauritius,Africa,1962,60.246,701016,2529.067487,MUS
Mauritius,Africa,1967,61.557,789309,2475.387562,MUS
Mauritius,Africa,1972,62.944,851334,2575.484158,MUS
Mauritius,Africa,1977,64.93,913025,3710.982963,MUS
Mauritius,Africa,1982,66.711,992040,3688.037739,MUS
Mauritius,Africa,1987,68.74,1042663,4783.586903,MUS
Mauritius,Africa,1992,69.745,1096202,6058.253846,MUS
Mauritius,Africa,1997,70.736,1149818,7425.705295,MUS
Mauritius,Africa,2002,71.954,1200206,9021.815894,MUS
Mauritius,Africa,2007,72.801,1250882,10956.99112,MUS
Mexico,Americas,1952,50.789,30144317,3478.125529,MEX
Mexico,Americas,1957,55.19,35015548,4131.546641,MEX
Mexico,Americas,1962,58.299,41121485,4581.609385,MEX
Mexico,Americas,1967,60.11,47995559,5754.733883,MEX
Mexico,Americas,1972,62.361,55984294,6809.40669,MEX
Mexico,Americas,1977,65.032,63759976,7674.929108,MEX
Mexico,Americas,1982,67.405,71640904,9611.147541,MEX
Mexico,Americas,1987,69.498,80122492,8688.156003,MEX
Mexico,Americas,1992,71.455,88111030,9472.384295,MEX
Mexico,Americas,1997,73.67,95895146,9767.29753,MEX
Mexico,Americas,2002,74.902,102479927,10742.44053,MEX
Mexico,Americas,2007,76.195,108700891,11977.57496,MEX
Mongolia,Asia,1952,42.244,800663,786.5668575,MNG
Mongolia,Asia,1957,45.248,882134,912.6626085,MNG
Mongolia,Asia,1962,48.251,1010280,1056.353958,MNG
Mongolia,Asia,1967,51.253,1149500,1226.04113,MNG
Mongolia,Asia,1972,53.754,1320500,1421.741975,MNG
Mongolia,Asia,1977,55.491,1528000,1647.511665,MNG
